respondent_id,question,response
542,Now we wonder why you assessed Clarion Collection the way you did?,Har bott i många rum från den här kedjan.
547,Now we wonder why you assessed Clarion Collection the way you did?,Gott intryck som återkommande kund 
551,Now we wonder why you assessed Clarion Collection the way you did?,E
565,Now we wonder why you assessed Clarion Collection the way you did?,Har fått den känslan. Stödjer Pride.
572,Now we wonder why you assessed Clarion Collection the way you did?,Vet inte det var min spontana uppfattning! 
573,Now we wonder why you assessed Clarion Collection the way you did?,.
586,Now we wonder why you assessed Clarion Collection the way you did?,Har fått den uppfattningen när jag besökt hotellen.  
594,Now we wonder why you assessed Clarion Collection the way you did?,allmän känsla.
617,Now we wonder why you assessed Clarion Collection the way you did?,Har arbetat på Hotell Borgen så känner väl till just om det. Valde även Clarion Collection vid val av hotell vid resa. 
624,Now we wonder why you assessed Clarion Collection the way you did?,Har besökt hotellen de senaste året
632,Now we wonder why you assessed Clarion Collection the way you did?,Gillar konceptet
648,Now we wonder why you assessed Clarion Collection the way you did?,Jag har inget speciellt att säga om denna kedja.
6,Now we wonder why you assessed Clarion Hotel the way you did?,Har bott en del genom åren på clarion både privat och i arbetet. Jag gillar att bli igenkänd och få ett bra mottagande. Rens fräscha rum och en bra frukost är viktigt för mig
9,Now we wonder why you assessed Clarion Hotel the way you did?,Det har en genomtänkt policy
47,Now we wonder why you assessed Clarion Hotel the way you did?,I vilken fråga?
48,Now we wonder why you assessed Clarion Hotel the way you did?,.
52,Now we wonder why you assessed Clarion Hotel the way you did?,Bra Hotel 
55,Now we wonder why you assessed Clarion Hotel the way you did?,Xxx
57,Now we wonder why you assessed Clarion Hotel the way you did?,Nöjd med dom allmänt.
73,Now we wonder why you assessed Clarion Hotel the way you did?,"finns alltid mer att jobba på, t.ex städs villkor"
91,Now we wonder why you assessed Clarion Hotel the way you did?,"Man möts av trevlig personal av alla kön, rent, mycket god frukost, sköna sängar!"
99,Now we wonder why you assessed Clarion Hotel the way you did?,Inte upplyst om detta arbete
109,Now we wonder why you assessed Clarion Hotel the way you did?,Har bott några ggr och verkar bra inom det sociala och klimatanpassning 
114,Now we wonder why you assessed Clarion Hotel the way you did?,JG tycker överlag att Strawberry hade bättre miljöansvar tidigare  Det fanns t ex mer ekologiska produkter att välja på.   Känner inte igen mig idag. Valde en gå ng i tiden Nordic Choice tack vare deras miljöpolicy. Gunhild Stordalen var förebild. 
118,Now we wonder why you assessed Clarion Hotel the way you did?,Besökt det nyligen
134,Now we wonder why you assessed Clarion Hotel the way you did?,Dom drar ner på vatten och energi användning. Dom är inkluderande 
145,Now we wonder why you assessed Clarion Hotel the way you did?,"Har bott där på många tjänsteresor , gillar att man spar på tvätt"
149,Now we wonder why you assessed Clarion Hotel the way you did?,.
154,Now we wonder why you assessed Clarion Hotel the way you did?,Därför att jag använder mest den hotellet 
158,Now we wonder why you assessed Clarion Hotel the way you did?,Bra 
204,Now we wonder why you assessed Clarion Hotel the way you did?,"Vet inte riktigt, men tror att det grundar sig på mitt senaste besök."
205,Now we wonder why you assessed Clarion Hotel the way you did?,"Trevlig personal, som verkar trivas. Rent, strukturerat på hotellet. Kan bestämma själv om det ska städas dammas på rummet osv"
220,Now we wonder why you assessed Clarion Hotel the way you did?,Pga deras arbete kring miljö och sociala frågor 
223,Now we wonder why you assessed Clarion Hotel the way you did?,Har bott där och trivts bra 
229,Now we wonder why you assessed Clarion Hotel the way you did?,I don't really check on that. It's not something I pick when I'm choosing a hotell.
235,Now we wonder why you assessed Clarion Hotel the way you did?,Något flottare än Comfort. Men tyvärr dyrare. 
285,Now we wonder why you assessed Clarion Hotel the way you did?,"Jag har upplevt variation mellan olika Clarion hotell när jag bott på dem. Vissa har mycket bättre social och miljömässig hållbarhet än andra. På vissa hotell finns tillgång till källsortering och personalen är varierad, på andra finns ingen möjlighet att sortera sitt skräp och alla i personalen ser likadana ut "
296,Now we wonder why you assessed Clarion Hotel the way you did?,Hört andra prata om det
299,Now we wonder why you assessed Clarion Hotel the way you did?,√Ñr inte insatt till 100% i deras arbete
301,Now we wonder why you assessed Clarion Hotel the way you did?,"Clarion är tydliga med sitt engagemang för både hållbar miljö och socialt ansvar på hotellen, det märks när man bor på ett Clarion hotell."
321,Now we wonder why you assessed Clarion Hotel the way you did?,För jag har besökt det
326,Now we wonder why you assessed Clarion Hotel the way you did?,Min upplevda känsla av hotellet
338,Now we wonder why you assessed Clarion Hotel the way you did?,Var länge sedan jag besökt dem
351,Now we wonder why you assessed Clarion Hotel the way you did?,De hjälpte mig på jakten efter ny arbetsgivare efter ett tag.
366,Now we wonder why you assessed Clarion Hotel the way you did?,Tydlighet i budskapet 
373,Now we wonder why you assessed Clarion Hotel the way you did?,Mkt pos upplevelse varje gång
374,Now we wonder why you assessed Clarion Hotel the way you did?,Jag gör ingen större skillnad på varumärkena inom koncernen.
379,Now we wonder why you assessed Clarion Hotel the way you did?,vet lite om CH
389,Now we wonder why you assessed Clarion Hotel the way you did?,Har inte sett eller hört något negativt om dem
394,Now we wonder why you assessed Clarion Hotel the way you did?,Oklart vad de gör för att bidra till områdena
398,Now we wonder why you assessed Clarion Hotel the way you did?,Jag tror det är medel
412,Now we wonder why you assessed Clarion Hotel the way you did?,Relativt gott intryck vid hotellbesöl.
415,Now we wonder why you assessed Clarion Hotel the way you did?,"Clarion ingår väl i Strawberry och vi brukar välja ett av medlemshotellen, Clarion, Quality eller Comfort. Vi har noterat att man har fokus på hållbarhet. ett konkret exempel jag minns från några år tillbaka är mindre tallrikar vid frukostbuff√©n för att minska matsvinn. Det gillar vi. I övrigt vet jag faktiskt inte rent konkret vad som skiljer mot andra hotellkedjor. Den här undersökningen visar dock att det finns ett intresse för hållbarhet."
419,Now we wonder why you assessed Clarion Hotel the way you did?,"av det jag hittills upplevt, så blir en spontan bedömning att man jobbar fokuserat med miljö- och kvalitetsfrågor på ett bra sätt"
422,Now we wonder why you assessed Clarion Hotel the way you did?,Sett både positiva och negativa kopplingar vid besök 
450,Now we wonder why you assessed Clarion Hotel the way you did?,Feltryck
456,Now we wonder why you assessed Clarion Hotel the way you did?,Gillar Clarion hotells
460,Now we wonder why you assessed Clarion Hotel the way you did?,"Bor inte så ofta på Clarion, hra inte bildat mig uppfattning på de gånger jag varit gäst däremot kommer jag att bo på Clarion Post i sept-25t, jag ska ha frågan i åtanke"
464,Now we wonder why you assessed Clarion Hotel the way you did?,I like Strawberry 
469,Now we wonder why you assessed Clarion Hotel the way you did?,Gillar clarion 
472,Now we wonder why you assessed Clarion Hotel the way you did?,Jag har erfarenhet av att bo på Clarion ibland
478,Now we wonder why you assessed Clarion Hotel the way you did?,Har haft både bra och dåliga erdarenheter
485,Now we wonder why you assessed Clarion Hotel the way you did?,Jag har bott på en del Clarion Hotel  och utifrån det blir det mitt betyg   
488,Now we wonder why you assessed Clarion Hotel the way you did?,Personal pratar bra om sin arbetsgivare 
504,Now we wonder why you assessed Clarion Hotel the way you did?,Bott där ofta 
507,Now we wonder why you assessed Clarion Hotel the way you did?, 
518,Now we wonder why you assessed Clarion Hotel the way you did?,Jag tycker att det gör ett bra arbete när det gäller många av frågorna/påståenden.
525,Now we wonder why you assessed Clarion Hotel the way you did?,E
526,Now we wonder why you assessed Clarion Hotel the way you did?,Tänker på miljön 
541,Now we wonder why you assessed Clarion Hotel the way you did?,Bra känsla
548,Now we wonder why you assessed Clarion Hotel the way you did?,It is a prestigious hotel at the heart of the city 
553,Now we wonder why you assessed Clarion Hotel the way you did?,Legat flera gånger på Clarion hotell tycker dom har ett bra socialt ansvar. Och viss generositet .
555,Now we wonder why you assessed Clarion Hotel the way you did?,Eftersom jag alltid bor på Clarion som numera heter Strawberry (dumt byte av namn) så har jag rätt bra koll på dem.
557,Now we wonder why you assessed Clarion Hotel the way you did?,Brukar bo där
559,Now we wonder why you assessed Clarion Hotel the way you did?,Har haft det som mitt andra hem och tyckt bra om personalen och servicen  Hälsningar Lifetime Gold
574,Now we wonder why you assessed Clarion Hotel the way you did?,"Tycker att Clarion Hotell är mycket fina och bra hotell med både frukostbuff√© , eftermiddagsfika och kvälls buff√© som ingår i priset och att man även har bra rabatter som Strawberry medlem."
579,Now we wonder why you assessed Clarion Hotel the way you did?,Har ingen direkt erfarenhet
590,Now we wonder why you assessed Clarion Hotel the way you did?,Besöker inte ofta
592,Now we wonder why you assessed Clarion Hotel the way you did?,Det är bra men det kan bli bättre. En frukostlokal utan musik och restaurang likaså. Min fru har tinnitus och behöver en tyst miljö.
596,Now we wonder why you assessed Clarion Hotel the way you did?,"Tycker i regel att det märks på alla de större hotellkedjor jag känner till att man jobbar framför allt med hållbarhet och klimatpåverkan. Bara på de senare åren har tycker jag mig se att man tex. frångått onödigt utbyte av handdukar, sängkläder etc. Gårdagens mat kan köpas som matlåda mm. mm. "
603,Now we wonder why you assessed Clarion Hotel the way you did?,Uppfattar inte lika starkt som Comfort
610,Now we wonder why you assessed Clarion Hotel the way you did?,Jag har bott på clarion hotell och tycker generellt att det är bra. 
623,Now we wonder why you assessed Clarion Hotel the way you did?,Allt trevliga hotell med hög standard 
647,Now we wonder why you assessed Clarion Hotel the way you did?,Hur menar ni ? 
6,Now we wonder why you assessed Elite Hotels the way you did?,Inte bott där så mycket. Känner mig inte bekväm med kedjan.
9,Now we wonder why you assessed Elite Hotels the way you did?,De visar stort ansvar
47,Now we wonder why you assessed Elite Hotels the way you did?,I vilken fråga?
55,Now we wonder why you assessed Elite Hotels the way you did?,Xxxx
134,Now we wonder why you assessed Elite Hotels the way you did?,Samma 
145,Now we wonder why you assessed Elite Hotels the way you did?,Erfarenhet från många tjänsteresor 
149,Now we wonder why you assessed Elite Hotels the way you did?,.
223,Now we wonder why you assessed Elite Hotels the way you did?,Trivts bra under boende
229,Now we wonder why you assessed Elite Hotels the way you did?,I don't really care when choosing a hotell.
299,Now we wonder why you assessed Elite Hotels the way you did?,Har en hyfsad inblick i deras stadgar
301,Now we wonder why you assessed Elite Hotels the way you did?,De är tydliga med sitt engagemang för hållbar miljö på hotellen genom Green key.  
321,Now we wonder why you assessed Elite Hotels the way you did?,Bott där
389,Now we wonder why you assessed Elite Hotels the way you did?,Har inte sett eller hört något negativt om dem
394,Now we wonder why you assessed Elite Hotels the way you did?,Oklart vad de gör för att uppnå målen
398,Now we wonder why you assessed Elite Hotels the way you did?,De har många sociala projekt
419,Now we wonder why you assessed Elite Hotels the way you did?,jag tycker att de rakt igenom håller en hög kvalitet med fokus på miljö och samhällsfrågor
464,Now we wonder why you assessed Elite Hotels the way you did?,Bor inte på dom
485,Now we wonder why you assessed Elite Hotels the way you did?,Har varit gäst ett antal gånger t positiv hur man arbetar   
507,Now we wonder why you assessed Elite Hotels the way you did?, 
526,Now we wonder why you assessed Elite Hotels the way you did?,Bra miljöarbete  
559,Now we wonder why you assessed Elite Hotels the way you did?,Har bott på Elite ett antal gånger och tyck att hotellen varit trevliga och vänlig personal
574,Now we wonder why you assessed Elite Hotels the way you did?,Fina och bra hotell.
579,Now we wonder why you assessed Elite Hotels the way you did?,Vet ej
596,Now we wonder why you assessed Elite Hotels the way you did?,"Tycker i regel att det märks på alla de större hotellkedjor jag känner till att man jobbar framför allt med hållbarhet och klimatpåverkan. Bara på de senare åren har tycker jag mig se att man tex. frångått onödigt utbyte av handdukar, sängkläder etc. Gårdagens mat kan köpas som matlåda mm. mm. "
647,Now we wonder why you assessed Elite Hotels the way you did?,Bra hotell.  God frukost . Trevli personal.
6,Now we wonder why you assessed Comfort Hotel the way you did?,Bott där en del. Då det inte funnits andra alternativ på platsen.
38,Now we wonder why you assessed Comfort Hotel the way you did?,"min allmänna uppfattning, generellt, både att vistas samt läsa om hotell kedjan i media samt vänners uppfattning."
47,Now we wonder why you assessed Comfort Hotel the way you did?,I vilken fråga?
52,Now we wonder why you assessed Comfort Hotel the way you did?,Laddplatser 
55,Now we wonder why you assessed Comfort Hotel the way you did?,Xxx
57,Now we wonder why you assessed Comfort Hotel the way you did?,Nöjd med dom.
118,Now we wonder why you assessed Comfort Hotel the way you did?,Ingen uppfattning
134,Now we wonder why you assessed Comfort Hotel the way you did?,Samma 
145,Now we wonder why you assessed Comfort Hotel the way you did?,Erfarenhet från tjänsteresor 
149,Now we wonder why you assessed Comfort Hotel the way you did?,.
154,Now we wonder why you assessed Comfort Hotel the way you did?,Använder dom mest 
204,Now we wonder why you assessed Comfort Hotel the way you did?,Grundar sig på mitt senaste besök.
220,Now we wonder why you assessed Comfort Hotel the way you did?,Når jag bott där är det tydligt att de tar ansvar för miljön 
223,Now we wonder why you assessed Comfort Hotel the way you did?,Trivts bra under boende
229,Now we wonder why you assessed Comfort Hotel the way you did?,Same as previous questions.
235,Now we wonder why you assessed Comfort Hotel the way you did?,"Bor oftast där. ""Ett ok hotell"" lit billigare än Clarion. "
285,Now we wonder why you assessed Comfort Hotel the way you did?,Samma svar som angående Clarion 
299,Now we wonder why you assessed Comfort Hotel the way you did?,En ungefärlig uppskattning av deras verksamhet
301,Now we wonder why you assessed Comfort Hotel the way you did?,"Comfort hotell är tydliga med sitt engagemang för både hållbar miljö och socialt ansvar på hotellen, det märks när man bor på ett Comfort hotell. "
321,Now we wonder why you assessed Comfort Hotel the way you did?,Bott där
351,Now we wonder why you assessed Comfort Hotel the way you did?,Hjälpt två av dem i Göteborg med deras ytte parameter.
373,Now we wonder why you assessed Comfort Hotel the way you did?,För få nätter
374,Now we wonder why you assessed Comfort Hotel the way you did?,Det är ingen tydlig skillnad inom koncernen
389,Now we wonder why you assessed Comfort Hotel the way you did?,Har inte sett eller hört något negativt om dem
394,Now we wonder why you assessed Comfort Hotel the way you did?,Oklart vad de gör för att uppnå målen
415,Now we wonder why you assessed Comfort Hotel the way you did?,Se svar ovan!
419,Now we wonder why you assessed Comfort Hotel the way you did?,"här har jag inte bott så ofta, men min uppfattning är positiv"
456,Now we wonder why you assessed Comfort Hotel the way you did?,Tycker de är bra.
458,Now we wonder why you assessed Comfort Hotel the way you did?,Har besökt men har inte gjort någon reflektion kring hur hotellet jobbar med det. Varken positiv eller negativ 
460,Now we wonder why you assessed Comfort Hotel the way you did?,"Bor ofta på Comfort Arlanda , reser utomlands minst 3 ggr/ år Lärt känna hotellet, miljön i restaurang och rum och personalen "
472,Now we wonder why you assessed Comfort Hotel the way you did?,Jag har erfarenhet av övernattningar på Comfort
488,Now we wonder why you assessed Comfort Hotel the way you did?,Personal som verkar nöjda 
507,Now we wonder why you assessed Comfort Hotel the way you did?, 
525,Now we wonder why you assessed Comfort Hotel the way you did?,E
526,Now we wonder why you assessed Comfort Hotel the way you did?,Miljö 
555,Now we wonder why you assessed Comfort Hotel the way you did?,Det är min upplevelse 
559,Now we wonder why you assessed Comfort Hotel the way you did?,Bra lägen rum och personal bra
574,Now we wonder why you assessed Comfort Hotel the way you did?,Bra och fina hotell
579,Now we wonder why you assessed Comfort Hotel the way you did?,Vet ej
590,Now we wonder why you assessed Comfort Hotel the way you did?,Trivs med allt där och de har ett bra tänk i allt 
596,Now we wonder why you assessed Comfort Hotel the way you did?,"Tycker i regel att det märks på alla de större hotellkedjor jag känner till att man jobbar framför allt med hållbarhet och klimatpåverkan. Bara på de senare åren har tycker jag mig se att man tex. frångått onödigt utbyte av handdukar, sängkläder etc. Gårdagens mat kan köpas som matlåda mm. mm. "
610,Now we wonder why you assessed Comfort Hotel the way you did?,Samma som tidigare. Tex små tallrikar vid buff√© så att man inte tar för mycket mat som sedan kastas. Ibland har det funnits ekologisk matüòÉ. 
623,Now we wonder why you assessed Comfort Hotel the way you did?,Bra hotell men lite enklare standard och frukostbuff√© 
647,Now we wonder why you assessed Comfort Hotel the way you did?,"Toppenhotell , god frukost, trevlig personal , ligger fantastiskt vid Eskilstuna ån"
7,Now we wonder why you assessed Quality Hotel the way you did?,erfarenhet från övernattningar
25,Now we wonder why you assessed Quality Hotel the way you did?,Eftersom jag alltid bor där. √Ñr guld medlem 
26,Now we wonder why you assessed Quality Hotel the way you did?,Bra priser till pensionärer ?
51,Now we wonder why you assessed Quality Hotel the way you did?,Känner till hotellkedjan 
88,Now we wonder why you assessed Quality Hotel the way you did?,Vi bor mycket sällan på hotellet.
92,Now we wonder why you assessed Quality Hotel the way you did?,"För att det är nästa lika bra som Clarion Collection, men enklare "
111,Now we wonder why you assessed Quality Hotel the way you did?,Ringa erfarenhet
115,Now we wonder why you assessed Quality Hotel the way you did?,Bor ofta där
132,Now we wonder why you assessed Quality Hotel the way you did?,.
172,Now we wonder why you assessed Quality Hotel the way you did?,Upplevt det i samband med övernattning 
182,Now we wonder why you assessed Quality Hotel the way you did?,"Min association till kedjan är lite halvmossig, men kan inte komma på något särskilt bra eller heller dåligt vad gäller hållbarhet som jag kopplar ihop företaget med"
185,Now we wonder why you assessed Quality Hotel the way you did?,ett av de hotel jag bott på
186,Now we wonder why you assessed Quality Hotel the way you did?,Samma som  Best Western.
189,Now we wonder why you assessed Quality Hotel the way you did?,Har bott där och fått en bra känsla där
195,Now we wonder why you assessed Quality Hotel the way you did?,Det var vad jag tyckte.
210,Now we wonder why you assessed Quality Hotel the way you did?,√Ñr där jag bor mest 
217,Now we wonder why you assessed Quality Hotel the way you did?,-
236,Now we wonder why you assessed Quality Hotel the way you did?,Bra erfarenheter 
238,Now we wonder why you assessed Quality Hotel the way you did?,För att det känns rätt
241,Now we wonder why you assessed Quality Hotel the way you did?,Har bara positiva upplevelser där
258,Now we wonder why you assessed Quality Hotel the way you did?,Bor nästan bara på Quality hotell när vi reser. The Weaver i Mölndal och Friends i Solna är de hotell vi mest vänder oss till vid resor. Vi blir alltid väl bemötta och visar tydligt att de arbetar med hållbarhetsfrågorna. 
286,Now we wonder why you assessed Quality Hotel the way you did?,Av det jag sett och läst utiftån verkar de jobba hållbart på fler plan 
287,Now we wonder why you assessed Quality Hotel the way you did?,Har bott hos dem vid enstaka tillfällen. Då har det varit bra. 
346,Now we wonder why you assessed Quality Hotel the way you did?,Känner så 
362,Now we wonder why you assessed Quality Hotel the way you did?,Har bott flera gånger där och sett att man försöker ha närproducerat vid frukost  
377,Now we wonder why you assessed Quality Hotel the way you did?,Erfarenheten 
381,Now we wonder why you assessed Quality Hotel the way you did?,Erfarenhet
397,Now we wonder why you assessed Quality Hotel the way you did?,"Stor kedja, rädd om sina gäster "
406,Now we wonder why you assessed Quality Hotel the way you did?,För att jag upplevde en skön atmosfär med både glada och trevliga gäster och personal
429,Now we wonder why you assessed Quality Hotel the way you did?,Av erfarenhet 
440,Now we wonder why you assessed Quality Hotel the way you did?,Marketing from Hotel 
446,Now we wonder why you assessed Quality Hotel the way you did?,Se tidigare svar
